Pair.Name,Ligand.ApprovedSymbol,Ligand.Name,Receptor.ApprovedSymbol,Receptor.Name,DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor,PMID.Manual,Pair.Source,Pair.Evidence
BMP2_BMPR1A,BMP2,bone morphogenetic protein 2,BMPR1A,"bone morphogenetic protein receptor, type IA",,,,,,,BMP2,BMPR1A,,known,literature supported
BMP2_BMPR1B,BMP2,bone morphogenetic protein 2,BMPR1B,"bone morphogenetic protein receptor, type IB",,,,,,,BMP2,BMPR1B,,known,literature supported
BMP2_BMPR2,BMP2,bone morphogenetic protein 2,BMPR2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)",,,,,,,BMP2,BMPR2,,known,literature supported
BMP2_ENG,BMP2,bone morphogenetic protein 2,ENG,endoglin,,,,,,,BMP2,ENG,,novel,literature supported
BMP2_HFE2,BMP2,bone morphogenetic protein 2,HFE2,hemochromatosis type 2 (juvenile),,,,,,,BMP2,,18287331,novel,literature supported
BMP3_ACVR1,BMP3,bone morphogenetic protein 3,ACVR1,"activin A receptor, type I",,,,,,,,ACVR1,,known,putative
BMP3_ACVR2A,BMP3,bone morphogenetic protein 3,ACVR2A,"activin A receptor, type IIA",,,,,,,,ACVR2A,,known,putative
BMP3_ACVR2B,BMP3,bone morphogenetic protein 3,ACVR2B,"activin A receptor, type IIB",,,,,,,,ACVR2B,22074949,known,literature supported
BMP3_BMPR1A,BMP3,bone morphogenetic protein 3,BMPR1A,"bone morphogenetic protein receptor, type IA",,,,,,,,BMPR1A,,known,putative
BMP3_BMPR1B,BMP3,bone morphogenetic protein 3,BMPR1B,"bone morphogenetic protein receptor, type IB",,,,,,,,BMPR1B,,known,putative
BMP3_BMPR2,BMP3,bone morphogenetic protein 3,BMPR2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)",,,,,,,,BMPR2,,known,putative
BMP4_ACVR1,BMP4,bone morphogenetic protein 4,ACVR1,"activin A receptor, type I",,,,,,,BMP4,ACVR1,,known,putative
BMP4_ACVR2A,BMP4,bone morphogenetic protein 4,ACVR2A,"activin A receptor, type IIA",,,,,,,BMP4,ACVR2A,,known,putative
BMP4_ACVR2B,BMP4,bone morphogenetic protein 4,ACVR2B,"activin A receptor, type IIB",,,,,,,BMP4,ACVR2B,,known,putative
BMP4_BMPR1A,BMP4,bone morphogenetic protein 4,BMPR1A,"bone morphogenetic protein receptor, type IA",,,,,,,BMP4,BMPR1A,,known,literature supported
BMP4_BMPR1B,BMP4,bone morphogenetic protein 4,BMPR1B,"bone morphogenetic protein receptor, type IB",,,,,,,BMP4,BMPR1B,,known,literature supported
BMP4_BMPR2,BMP4,bone morphogenetic protein 4,BMPR2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)",,,,,,,BMP4,BMPR2,,known,literature supported
BMP4_HFE2,BMP4,bone morphogenetic protein 4,HFE2,hemochromatosis type 2 (juvenile),,,,,,,BMP4,,,novel,putative
BMP5_ACVR1,BMP5,bone morphogenetic protein 5,ACVR1,"activin A receptor, type I",,,,,,,,ACVR1,,known,putative
BMP5_ACVR2A,BMP5,bone morphogenetic protein 5,ACVR2A,"activin A receptor, type IIA",,,,,,,,ACVR2A,,known,putative
BMP5_ACVR2B,BMP5,bone morphogenetic protein 5,ACVR2B,"activin A receptor, type IIB",,,,,,,,ACVR2B,,known,putative
BMP5_BMPR1A,BMP5,bone morphogenetic protein 5,BMPR1A,"bone morphogenetic protein receptor, type IA",,,,,,,,BMPR1A,,known,literature supported
BMP5_BMPR1B,BMP5,bone morphogenetic protein 5,BMPR1B,"bone morphogenetic protein receptor, type IB",,,,,,,,BMPR1B,,known,putative
BMP5_BMPR2,BMP5,bone morphogenetic protein 5,BMPR2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)",,,,,,,,BMPR2,,known,putative
BMP5_HFE2,BMP5,bone morphogenetic protein 5,HFE2,hemochromatosis type 2 (juvenile),,,,,,,,,,novel,putative
BMP6_ACVR1,BMP6,bone morphogenetic protein 6,ACVR1,"activin A receptor, type I",,,,,,,BMP6,ACVR1,,known,literature supported
BMP6_ACVR2A,BMP6,bone morphogenetic protein 6,ACVR2A,"activin A receptor, type IIA",,,,,,,BMP6,ACVR2A,,known,literature supported
BMP6_ACVR2B,BMP6,bone morphogenetic protein 6,ACVR2B,"activin A receptor, type IIB",,,,,,,BMP6,ACVR2B,,known,putative
BMP6_BMPR1A,BMP6,bone morphogenetic protein 6,BMPR1A,"bone morphogenetic protein receptor, type IA",,,,,,,BMP6,BMPR1A,,known,literature supported
BMP6_BMPR1B,BMP6,bone morphogenetic protein 6,BMPR1B,"bone morphogenetic protein receptor, type IB",,,,,,,BMP6,BMPR1B,,known,literature supported
BMP6_BMPR2,BMP6,bone morphogenetic protein 6,BMPR2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)",,,,,,,BMP6,BMPR2,,known,literature supported
BMP7_ACVR1,BMP7,bone morphogenetic protein 7,ACVR1,"activin A receptor, type I",,,,,,,BMP7,ACVR1,,known,literature supported
BMP7_ACVR2A,BMP7,bone morphogenetic protein 7,ACVR2A,"activin A receptor, type IIA",,,,,,,BMP7,ACVR2A,,known,literature supported
BMP7_ACVR2B,BMP7,bone morphogenetic protein 7,ACVR2B,"activin A receptor, type IIB",,,,,,,BMP7,ACVR2B,,known,literature supported
BMP7_BMPR1A,BMP7,bone morphogenetic protein 7,BMPR1A,"bone morphogenetic protein receptor, type IA",,,,,,,BMP7,BMPR1A,,known,literature supported
BMP7_BMPR1B,BMP7,bone morphogenetic protein 7,BMPR1B,"bone morphogenetic protein receptor, type IB",,,,,,,BMP7,BMPR1B,,known,literature supported
BMP7_BMPR2,BMP7,bone morphogenetic protein 7,BMPR2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)",,,,,,,BMP7,BMPR2,,known,literature supported
BMP7_ENG,BMP7,bone morphogenetic protein 7,ENG,endoglin,,,,,,,BMP7,ENG,,novel,literature supported
BMP8B_ACVR1,BMP8B,bone morphogenetic protein 8b,ACVR1,"activin A receptor, type I",,,,,,,,ACVR1,,known,putative
BMP8B_ACVR2A,BMP8B,bone morphogenetic protein 8b,ACVR2A,"activin A receptor, type IIA",,,,,,,,ACVR2A,,known,putative
BMP8B_ACVR2B,BMP8B,bone morphogenetic protein 8b,ACVR2B,"activin A receptor, type IIB",,,,,,,,ACVR2B,,known,putative
BMP8B_BMPR1A,BMP8B,bone morphogenetic protein 8b,BMPR1A,"bone morphogenetic protein receptor, type IA",,,,,,,,BMPR1A,,known,putative
BMP8B_BMPR1B,BMP8B,bone morphogenetic protein 8b,BMPR1B,"bone morphogenetic protein receptor, type IB",,,,,,,,BMPR1B,,known,putative
BMP8B_BMPR2,BMP8B,bone morphogenetic protein 8b,BMPR2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)",,,,,,,,BMPR2,,known,putative
BST1_CAV1,BST1,bone marrow stromal cell antigen 1,CAV1,"caveolin 1, caveolae protein, 22kDa",,,,,,,,,,novel,literature supported
BTC_EGFR,BTC,betacellulin,EGFR,epidermal growth factor receptor,,,,,,,BTC,EGFR,,known,literature supported
BTC_ERBB2,BTC,betacellulin,ERBB2,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2,,,,,,,BTC,ERBB2,,novel,literature supported
BTC_ERBB3,BTC,betacellulin,ERBB3,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3,,,,,,,BTC,ERBB3,9312020,known,literature supported
BTC_ERBB4,BTC,betacellulin,ERBB4,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4,,,,,,,BTC,ERBB4,,known,literature supported
BTLA_CD247,BTLA,B and T lymphocyte associated,CD247,CD247 molecule,,,,,,,,,,novel,putative
BTLA_CD79A,BTLA,B and T lymphocyte associated,CD79A,"CD79a molecule, immunoglobulin-associated alpha",,,,,,,,,19155498,novel,literature supported
BTLA_TNFRSF14,BTLA,B and T lymphocyte associated,TNFRSF14,"tumor necrosis factor receptor superfamily, member 14",,,,,,,,TNFRSF14,,known,literature supported
BTLA_VTCN1,BTLA,B and T lymphocyte associated,VTCN1,V-set domain containing T cell activation inhibitor 1,,,,,,,,,,novel,literature supported
C1QA_CD93,C1QA,"complement component 1, q subcomponent, A chain",CD93,CD93 molecule,,,,,,,,CD93,,novel,literature supported
C1QA_CR1,C1QA,"complement component 1, q subcomponent, A chain",CR1,complement component (3b/4b) receptor 1 (Knops blood group),,,,,,,,,,novel,literature supported
C1QA_CSPG4,C1QA,"complement component 1, q subcomponent, A chain",CSPG4,chondroitin sulfate proteoglycan 4,,,,,,,,,,novel,literature supported
C1QB_LRP1,C1QB,"complement component 1, q subcomponent, B chain",LRP1,low density lipoprotein receptor-related protein 1,,,,,,,,,11560994,novel,literature supported
C1QTNF1_AVPR2,C1QTNF1,C1q and tumor necrosis factor related protein 1,AVPR2,arginine vasopressin receptor 2,,,,,,,,AVPR2,,novel,literature supported
C1QTNF5_MFRP,C1QTNF5,C1q and tumor necrosis factor related protein 5,MFRP,membrane frizzled-related protein,,,,,,,,,,novel,literature supported
C1orf112_PLSCR4,C1orf112,chromosome 1 open reading frame 112,PLSCR4,phospholipid scramblase 4,,,,,,,,,,novel,putative
C1orf194_PLSCR4,C1orf194,chromosome 1 open reading frame 194,PLSCR4,phospholipid scramblase 4,,,,,,,,,,novel,putative
C1orf200_LY6G6C,C1orf200,chromosome 1 open reading frame 200,LY6G6C,"lymphocyte antigen 6 complex, locus G6C",,,,,,,,,,novel,putative
C1orf200_SLC16A4,C1orf200,chromosome 1 open reading frame 200,SLC16A4,"solute carrier family 16, member 4",,,,,,,,,,novel,putative
C3_C3AR1,C3,complement component 3,C3AR1,complement component 3a receptor 1,,,,,,,C3,C3AR1,,known,literature supported
C3_C5AR2,C3,complement component 3,C5AR2,complement component 5a receptor 2,,,,,,,C3,GPR77,,novel,literature supported
C3_CD19,C3,complement component 3,CD19,CD19 molecule,,,,,,,C3,,15454921,novel,literature supported
C3_CD46,C3,complement component 3,CD46,"CD46 molecule, complement regulatory protein",,,,,,,C3,,,novel,literature supported
C3_CD81,C3,complement component 3,CD81,CD81 molecule,,,,,,,C3,CD81,,novel,putative
C3_CR1,C3,complement component 3,CR1,complement component (3b/4b) receptor 1 (Knops blood group),,,,,,,C3,,,novel,literature supported
C3_IFITM1,C3,complement component 3,IFITM1,interferon induced transmembrane protein 1,,,,,,,C3,,,novel,putative
C3_ITGAM,C3,complement component 3,ITGAM,"integrin, alpha M (complement component 3 receptor 3 subunit)",,,,,,,C3,ITGAM,,novel,literature supported
C3_ITGAX,C3,complement component 3,ITGAX,"integrin, alpha X (complement component 3 receptor 4 subunit)",,,,,,,C3,ITGAX,,known,literature supported
C3_ITGB2,C3,complement component 3,ITGB2,"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)",,,,,,,C3,ITGB2,,known,literature supported
C3_LRP1,C3,complement component 3,LRP1,low density lipoprotein receptor-related protein 1,,,,,,,C3,LRP1,,known,literature supported
C4A_C3AR1,C4A,complement component 4A (Rodgers blood group),C3AR1,complement component 3a receptor 1,,,,,,,,C3AR1,,novel,literature supported
C4A_C5AR2,C4A,complement component 4A (Rodgers blood group),C5AR2,complement component 5a receptor 2,,,,,,,,GPR77,,novel,literature supported
C4A_CR1,C4A,complement component 4A (Rodgers blood group),CR1,complement component (3b/4b) receptor 1 (Knops blood group),,,,,,,,,,novel,literature supported
C4BPA_BMPR2,C4BPA,"complement component 4 binding protein, alpha",BMPR2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)",,,,,,,,BMPR2,,novel,literature supported
C4BPA_CD40,C4BPA,"complement component 4 binding protein, alpha",CD40,"CD40 molecule, TNF receptor superfamily member 5",,,,,,,,CD40,12818164,novel,literature supported
C4BPA_LRP1,C4BPA,"complement component 4 binding protein, alpha",LRP1,low density lipoprotein receptor-related protein 1,,,,,,,,LRP1,,novel,literature supported
C4B_CD46,C4B,complement component 4B (Chido blood group),CD46,"CD46 molecule, complement regulatory protein",,,,,,,,,,novel,literature supported
C4B_CR1,C4B,complement component 4B (Chido blood group),CR1,complement component (3b/4b) receptor 1 (Knops blood group),,,,,,,,,,novel,literature supported
C5_C5AR1,C5,complement component 5,C5AR1,complement component 5a receptor 1,,,,,,,C5,C5AR1,,known,literature supported
C5_C5AR2,C5,complement component 5,C5AR2,complement component 5a receptor 2,,,,,,,C5,GPR77,,known,literature supported
C5orf55_TRAF2,C5orf55,chromosome 5 open reading frame 55,TRAF2,TNF receptor-associated factor 2,,,,,,,,TRAF2,,novel,literature supported
C6orf15_DDR1,C6orf15,chromosome 6 open reading frame 15,DDR1,discoidin domain receptor tyrosine kinase 1,,,,,,,,DDR1,,novel,putative
CALCA_CALCR,CALCA,calcitonin-related polypeptide alpha,CALCR,calcitonin receptor,,,,,,,CALCA,CALCR,,known,literature supported
CALCA_CALCRL,CALCA,calcitonin-related polypeptide alpha,CALCRL,calcitonin receptor-like,,,,,,,CALCA,CALCRL,,known,literature supported
CALCA_RAMP1,CALCA,calcitonin-related polypeptide alpha,RAMP1,receptor (G protein-coupled) activity modifying protein 1,,,,,,,CALCA,RAMP1,,known,literature supported
CALCA_RAMP2,CALCA,calcitonin-related polypeptide alpha,RAMP2,receptor (G protein-coupled) activity modifying protein 2,,,,,,,CALCA,RAMP2,,novel,literature supported
CALCB_CALCR,CALCB,calcitonin-related polypeptide beta,CALCR,calcitonin receptor,,,,,,,CALCB,CALCR,,known,literature supported
CALCB_CALCRL,CALCB,calcitonin-related polypeptide beta,CALCRL,calcitonin receptor-like,,,,,,,CALCB,CALCRL,,known,literature supported
CALCB_RAMP1,CALCB,calcitonin-related polypeptide beta,RAMP1,receptor (G protein-coupled) activity modifying protein 1,,,,,,,CALCB,RAMP1,,known,literature supported
CALM1_ABCA1,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",ABCA1,"ATP-binding cassette, sub-family A (ABC1), member 1",,,,,,,,,,novel,EXCLUDED not ligand
CALM1_ADCY8,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",ADCY8,adenylate cyclase 8 (brain),,,,,,,,,,novel,EXCLUDED not ligand
CALM1_ADCYAP1R1,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",ADCYAP1R1,adenylate cyclase activating polypeptide 1 (pituitary) receptor type I,,,,,,,,ADCYAP1R1,,novel,EXCLUDED not ligand
CALM1_AQP6,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",AQP6,"aquaporin 6, kidney specific",,,,,,,,,,novel,EXCLUDED not ligand
CALM1_CACNA1C,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",CACNA1C,"calcium channel, voltage-dependent, L type, alpha 1C subunit",,,,,,,,,,novel,EXCLUDED not ligand
CALM1_CALCR,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",CALCR,calcitonin receptor,,,,,,,,CALCR,,novel,EXCLUDED not ligand
CALM1_CNGA2,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",CNGA2,cyclic nucleotide gated channel alpha 2,,,,,,,,,,novel,EXCLUDED not ligand
CALM1_CRHR1,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",CRHR1,corticotropin releasing hormone receptor 1,,,,,,,,CRHR1,,novel,EXCLUDED not ligand
CALM1_EGFR,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",EGFR,epidermal growth factor receptor,,,,,,,,EGFR,,novel,EXCLUDED not ligand
CALM1_FAS,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",FAS,Fas cell surface death receptor,,,,,,,,FAS,,novel,EXCLUDED not ligand
CALM1_GLP1R,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",GLP1R,glucagon-like peptide 1 receptor,,,,,,,,GLP1R,,novel,EXCLUDED not ligand
CALM1_GLP2R,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",GLP2R,glucagon-like peptide 2 receptor,,,,,,,,GLP2R,,novel,EXCLUDED not ligand
CALM1_GP6,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",GP6,glycoprotein VI (platelet),,,,,,,,,,novel,EXCLUDED not ligand
CALM1_GRM3,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",GRM3,"glutamate receptor, metabotropic 3",,,,,,,,GRM3,,novel,EXCLUDED not ligand
CALM1_GRM4,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",GRM4,"glutamate receptor, metabotropic 4",,,,,,,,GRM4,,novel,EXCLUDED not ligand
CALM1_GRM5,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",GRM5,"glutamate receptor, metabotropic 5",,,,,,,,GRM5,,novel,EXCLUDED not ligand
CALM1_GRM7,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",GRM7,"glutamate receptor, metabotropic 7",,,,,,,,GRM7,,novel,EXCLUDED not ligand
CALM1_HMMR,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",HMMR,hyaluronan-mediated motility receptor (RHAMM),,,,,,,,HMMR,,novel,EXCLUDED not ligand
CALM1_HTR2C,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",HTR2C,"5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled",,,,,,,,HTR2C,,novel,EXCLUDED not ligand
CALM1_INSR,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",INSR,insulin receptor,,,,,,,,INSR,,novel,EXCLUDED not ligand
CALM1_KCNN4,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",KCNN4,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4",,,,,,,,,,novel,EXCLUDED not ligand
CALM1_KCNQ1,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",KCNQ1,"potassium voltage-gated channel, KQT-like subfamily, member 1",,,,,,,,,,novel,EXCLUDED not ligand
CALM1_KCNQ3,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",KCNQ3,"potassium voltage-gated channel, KQT-like subfamily, member 3",,,,,,,,,,novel,EXCLUDED not ligand
CALM1_KCNQ5,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",KCNQ5,"potassium voltage-gated channel, KQT-like subfamily, member 5",,,,,,,,,,novel,EXCLUDED not ligand
CALM1_MIP,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",MIP,major intrinsic protein of lens fiber,,,,,,,,,,novel,EXCLUDED not ligand
CALM1_MYLK,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",MYLK,myosin light chain kinase,,,,,,,,,,known,EXCLUDED not ligand
CALM1_MYLK2,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",MYLK2,myosin light chain kinase 2,,,,,,,,,,known,EXCLUDED not ligand
CALM1_OPRM1,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",OPRM1,"opioid receptor, mu 1",,,,,,,,OPRM1,,novel,EXCLUDED not ligand
CALM1_PDE1A,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",PDE1A,"phosphodiesterase 1A, calmodulin-dependent",,,,,,,,,,known,EXCLUDED not ligand
CALM1_PDE1B,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",PDE1B,"phosphodiesterase 1B, calmodulin-dependent",,,,,,,,,,known,EXCLUDED not ligand
CALM1_PDE1C,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",PDE1C,"phosphodiesterase 1C, calmodulin-dependent 70kDa",,,,,,,,,,known,EXCLUDED not ligand
CALM1_PPAPDC2,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",PPAPDC2,phosphatidic acid phosphatase type 2 domain containing 2,,,,,,,,,,novel,EXCLUDED not ligand
CALM1_PTH2R,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",PTH2R,parathyroid hormone 2 receptor,,,,,,,,PTHR2,,novel,EXCLUDED not ligand
CALM1_PTPRA,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",PTPRA,"protein tyrosine phosphatase, receptor type, A",,,,,,,,PTPRA,,novel,EXCLUDED not ligand
CALM1_SCN10A,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",SCN10A,"sodium channel, voltage-gated, type X, alpha subunit",,,,,,,,,,novel,EXCLUDED not ligand
CALM1_SCN4A,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",SCN4A,"sodium channel, voltage-gated, type IV, alpha subunit",,,,,,,,,,novel,EXCLUDED not ligand
CALM1_SCTR,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",SCTR,secretin receptor,,,,,,,,SCTR,,novel,EXCLUDED not ligand
CALM1_SELL,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",SELL,selectin L,,,,,,,,SELL,,novel,EXCLUDED not ligand
CALM1_TRPC3,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",TRPC3,"transient receptor potential cation channel, subfamily C, member 3",,,,,,,,,,novel,EXCLUDED not ligand
CALM1_TRPC5,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",TRPC5,"transient receptor potential cation channel, subfamily C, member 5",,,,,,,,,15987684,novel,EXCLUDED not ligand
CALM1_VIPR1,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",VIPR1,vasoactive intestinal peptide receptor 1,,,,,,,,VIPR1,,novel,EXCLUDED not ligand
CALM2_ABCA1,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",ABCA1,"ATP-binding cassette, sub-family A (ABC1), member 1",,,,,,,,,,novel,EXCLUDED not ligand
CALM2_ADCY8,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",ADCY8,adenylate cyclase 8 (brain),,,,,,,,,,novel,EXCLUDED not ligand
CALM2_AQP6,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",AQP6,"aquaporin 6, kidney specific",,,,,,,,,,novel,EXCLUDED not ligand
CALM2_CACNA1C,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",CACNA1C,"calcium channel, voltage-dependent, L type, alpha 1C subunit",,,,,,,,,,novel,EXCLUDED not ligand
CALM2_EGFR,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",EGFR,epidermal growth factor receptor,,,,,,,,EGFR,,novel,EXCLUDED not ligand
CALM2_GP6,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",GP6,glycoprotein VI (platelet),,,,,,,,,,novel,EXCLUDED not ligand
CALM2_GRM5,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",GRM5,"glutamate receptor, metabotropic 5",,,,,,,,GRM5,,novel,EXCLUDED not ligand
CALM2_GRM7,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",GRM7,"glutamate receptor, metabotropic 7",,,,,,,,GRM7,,novel,EXCLUDED not ligand
CALM2_INSR,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",INSR,insulin receptor,,,,,,,,INSR,,novel,EXCLUDED not ligand
CALM2_KCNQ1,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",KCNQ1,"potassium voltage-gated channel, KQT-like subfamily, member 1",,,,,,,,,,novel,EXCLUDED not ligand
CALM2_KCNQ3,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",KCNQ3,"potassium voltage-gated channel, KQT-like subfamily, member 3",,,,,,,,,,novel,EXCLUDED not ligand
CALM2_KCNQ5,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",KCNQ5,"potassium voltage-gated channel, KQT-like subfamily, member 5",,,,,,,,,,novel,EXCLUDED not ligand
CALM2_MYLK,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",MYLK,myosin light chain kinase,,,,,,,,,,known,EXCLUDED not ligand
CALM2_MYLK2,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",MYLK2,myosin light chain kinase 2,,,,,,,,,,known,EXCLUDED not ligand
CALM2_PDE1A,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",PDE1A,"phosphodiesterase 1A, calmodulin-dependent",,,,,,,,,,known,EXCLUDED not ligand
