"Ligand"	"Receptor"	"neighborhood"	"neighborhood_transferred"	"fusion"	"cooccurence"	"homology"	"coexpression"	"coexpression_transferred"	"experiments"	"experiments_transferred"	"database"	"database_transferred"	"textmining"	"textmining_transferred"	"combined_score"
"PPY.NGFR"	"PPY"	"NGFR"	0	0	0	0	0	0	0	0	0	0	0	325	0	325
"PPY.DRD4"	"PPY"	"DRD4"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"PPY.BDKRB1"	"PPY"	"BDKRB1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"PPY.MLNR"	"PPY"	"MLNR"	0	0	0	0	0	0	0	0	0	0	0	393	0	392
"EFNB3.EPHA8"	"EFNB3"	"EPHA8"	0	0	0	0	0	0	467	0	324	0	0	418	600	905
"EFNB3.NGFR"	"EFNB3"	"NGFR"	0	0	0	0	0	0	0	0	0	0	0	850	0	850
"EFNB3.SLC17A7"	"EFNB3"	"SLC17A7"	0	0	0	0	0	0	0	0	0	0	0	212	0	212
"VTN.CFTR"	"VTN"	"CFTR"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"VTN.ITGA3"	"VTN"	"ITGA3"	0	0	0	0	0	0	0	0	0	0	0	330	0	330
"VTN.CD9"	"VTN"	"CD9"	0	0	0	0	0	0	0	0	0	0	0	328	0	328
"VTN.CD4"	"VTN"	"CD4"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"VTN.RTN4R"	"VTN"	"RTN4R"	0	0	0	0	0	0	0	0	0	0	0	197	0	197
"VTN.NGFR"	"VTN"	"NGFR"	0	0	0	0	0	0	0	0	0	0	0	196	0	196
"VTN.ITGB4"	"VTN"	"ITGB4"	0	0	0	0	0	0	0	0	0	0	0	232	0	231
"VTN.PGRMC1"	"VTN"	"PGRMC1"	0	0	0	0	0	0	0	0	0	0	0	70	126	152
"VTN.CD79A"	"VTN"	"CD79A"	0	0	0	0	0	0	0	0	0	0	0	265	0	265
"VTN.ITGB8"	"VTN"	"ITGB8"	0	0	0	0	0	0	0	576	0	0	0	158	0	627
"IBSP.ITGA3"	"IBSP"	"ITGA3"	0	0	0	0	0	0	0	0	0	800	0	71	0	806
"IBSP.CD4"	"IBSP"	"CD4"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"IBSP.NGFR"	"IBSP"	"NGFR"	0	0	0	0	0	0	0	0	0	0	0	151	0	150
"IBSP.ITGB4"	"IBSP"	"ITGB4"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IBSP.ITGB8"	"IBSP"	"ITGB8"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IBSP.BMPR1A"	"IBSP"	"BMPR1A"	0	0	0	0	0	0	0	0	0	0	0	206	0	206
"CXCL6.CFTR"	"CXCL6"	"CFTR"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"CXCL6.DRD4"	"CXCL6"	"DRD4"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"CXCL6.BDKRB1"	"CXCL6"	"BDKRB1"	0	0	0	0	0	0	0	0	0	900	0	51	0	901
"UTS2.GNRHR"	"UTS2"	"GNRHR"	0	0	0	0	0	0	0	0	0	900	0	46	0	900
"FGF4.GNRHR"	"FGF4"	"GNRHR"	0	0	0	0	0	0	0	0	0	0	0	151	0	150
"DLL3.GNRHR"	"DLL3"	"GNRHR"	0	0	0	0	0	0	0	0	0	0	0	207	0	207
"PDYN.GNRHR"	"PDYN"	"GNRHR"	0	0	0	0	0	0	0	0	0	0	0	240	0	239
"OXT.GNRHR"	"OXT"	"GNRHR"	0	0	0	0	0	0	0	0	0	900	0	502	0	948
"TIMP1.GNRHR"	"TIMP1"	"GNRHR"	0	0	0	0	0	0	0	0	0	0	0	160	0	159
"MMP2.GNRHR"	"MMP2"	"GNRHR"	0	0	0	0	0	0	0	0	0	0	0	180	0	179
"PLAT.GNRHR"	"PLAT"	"GNRHR"	0	0	0	0	0	0	0	0	0	0	0	197	0	197
"LHB.GNRHR"	"LHB"	"GNRHR"	0	0	0	0	0	0	0	0	0	0	0	632	78	646
"AMH.GNRHR"	"AMH"	"GNRHR"	0	0	0	0	0	0	0	0	0	0	0	324	0	323
"TGFB1.GNRHR"	"TGFB1"	"GNRHR"	0	0	0	0	0	0	0	0	0	0	0	182	0	181
"NPVF.GNRHR"	"NPVF"	"GNRHR"	0	0	0	0	0	0	0	0	0	0	0	52	192	201
"IL2.CD9"	"IL2"	"CD9"	0	0	0	0	0	0	0	0	0	0	0	356	0	356
"IL2.CD74"	"IL2"	"CD74"	0	0	0	0	0	0	0	0	0	0	0	215	0	215
"IL2.CD4"	"IL2"	"CD4"	0	0	0	0	0	0	0	0	0	0	0	878	0	878
"IL2.TNFRSF17"	"IL2"	"TNFRSF17"	0	0	0	0	0	0	0	0	0	0	0	271	0	271
"IL2.TNFRSF1A"	"IL2"	"TNFRSF1A"	0	0	0	0	0	0	0	0	0	0	0	393	0	392
"IL2.IL4R"	"IL2"	"IL4R"	0	0	0	0	0	0	0	0	0	800	0	567	0	909
"IL2.NGFR"	"IL2"	"NGFR"	0	0	0	0	0	0	0	576	0	0	0	419	0	743
"IL2.IL2RB"	"IL2"	"IL2RB"	0	0	0	0	0	0	0	991	0	900	0	704	0	999
"IL2.TNFRSF10A"	"IL2"	"TNFRSF10A"	0	0	0	0	0	0	0	0	0	0	0	324	0	323
"IL2.CD79A"	"IL2"	"CD79A"	0	0	0	0	0	0	0	0	0	0	0	720	0	720
"IL2.EPOR"	"IL2"	"EPOR"	0	0	0	0	0	0	0	0	0	800	0	537	0	903
"EFNB1.CD82"	"EFNB1"	"CD82"	0	0	0	0	0	0	0	0	0	0	0	207	0	207
"GZMB.CD82"	"GZMB"	"CD82"	0	0	0	0	0	0	0	0	0	0	0	191	0	191
"TIMP1.CD82"	"TIMP1"	"CD82"	0	0	0	0	0	0	0	0	0	0	0	834	0	834
"MMP2.CD82"	"MMP2"	"CD82"	0	0	0	0	0	0	0	0	0	0	0	345	0	345
"TGFB1.CD82"	"TGFB1"	"CD82"	0	0	0	0	0	0	0	0	0	0	0	211	0	211
"WNT16.CD82"	"WNT16"	"CD82"	0	0	0	0	0	0	0	0	0	0	0	258	0	258
"SERPINE1.CD82"	"SERPINE1"	"CD82"	0	0	0	0	0	0	0	0	0	0	0	159	0	158
"CCL3.CD82"	"CCL3"	"CD82"	0	0	0	0	0	0	0	0	0	0	0	196	0	196
"CCL2.CD82"	"CCL2"	"CD82"	0	0	0	0	0	0	0	0	0	0	0	225	0	224
"VTN.CD82"	"VTN"	"CD82"	0	0	0	0	0	0	0	0	0	0	0	182	0	181
"IL2.CD82"	"IL2"	"CD82"	0	0	0	0	0	0	0	0	0	0	0	266	0	266
"CCL18.IL10RA"	"CCL18"	"IL10RA"	0	0	0	0	0	0	0	0	0	0	0	201	0	201
"MADCAM1.IL10RA"	"MADCAM1"	"IL10RA"	0	0	0	0	0	0	0	0	0	0	0	197	0	197
"OSM.IL10RA"	"OSM"	"IL10RA"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"GZMB.IL10RA"	"GZMB"	"IL10RA"	0	0	0	0	0	0	0	0	0	0	0	228	0	227
"TGFB1.IL10RA"	"TGFB1"	"IL10RA"	0	0	0	0	0	0	0	0	0	0	0	168	0	167
"CSF3.IL10RA"	"CSF3"	"IL10RA"	0	0	0	0	0	0	0	0	0	800	0	226	0	838
"IL2.IL10RA"	"IL2"	"IL10RA"	0	0	0	0	0	0	0	0	0	800	0	135	0	819
"KITLG.CD9"	"KITLG"	"CD9"	0	0	0	0	0	0	0	0	0	0	0	201	0	201
"KITLG.CD4"	"KITLG"	"CD4"	0	0	0	0	0	0	0	0	0	0	0	197	0	197
"KITLG.TNFRSF1A"	"KITLG"	"TNFRSF1A"	0	0	0	0	0	0	0	0	0	0	0	300	0	300
"KITLG.NGFR"	"KITLG"	"NGFR"	0	0	0	0	0	0	0	0	0	800	0	260	0	845
"KITLG.EPOR"	"KITLG"	"EPOR"	0	0	0	0	0	0	0	576	0	900	0	540	0	978
"KITLG.BMPR1A"	"KITLG"	"BMPR1A"	0	0	0	0	0	0	0	0	0	0	0	300	0	300
"CCL18.CLEC2B"	"CCL18"	"CLEC2B"	0	0	0	0	0	0	0	0	0	0	0	198	0	198
"ICAM3.CLEC2B"	"ICAM3"	"CLEC2B"	0	0	0	0	0	0	0	0	0	0	0	350	0	349
"TGFB1.CLEC2B"	"TGFB1"	"CLEC2B"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"SERPINE1.CLEC2B"	"SERPINE1"	"CLEC2B"	0	0	0	0	0	0	0	0	0	0	0	159	0	158
"CCL2.CLEC2B"	"CCL2"	"CLEC2B"	0	0	0	0	0	0	0	0	0	0	0	159	0	158
"IL2.CLEC2B"	"IL2"	"CLEC2B"	0	0	0	0	0	0	0	0	0	0	0	213	0	213
"SELPLG.CD4"	"SELPLG"	"CD4"	0	0	0	0	0	0	0	0	0	0	0	300	0	300
"SELPLG.CD79A"	"SELPLG"	"CD79A"	0	0	0	0	0	0	0	0	0	0	0	264	0	264
"IL23A.ITGA3"	"IL23A"	"ITGA3"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"IL23A.CD74"	"IL23A"	"CD74"	0	0	0	0	0	0	0	0	0	0	0	260	0	260
"IL23A.CD4"	"IL23A"	"CD4"	0	0	0	0	0	0	0	0	0	0	0	507	0	507
"IL23A.TNFRSF1A"	"IL23A"	"TNFRSF1A"	0	0	0	0	0	0	0	0	0	0	0	228	0	227
"IL23A.IL4R"	"IL23A"	"IL4R"	0	0	0	0	0	0	0	0	0	800	0	228	0	838
"IL23A.IL2RB"	"IL23A"	"IL2RB"	0	0	0	0	0	0	0	0	0	800	0	101	0	812
"IL23A.EPOR"	"IL23A"	"EPOR"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IL23A.ITGB8"	"IL23A"	"ITGB8"	0	0	0	0	0	0	0	0	0	0	0	332	0	332
"IL23A.IL10RA"	"IL23A"	"IL10RA"	0	0	0	0	0	0	0	0	0	800	0	270	0	847
"FGF6.NGFR"	"FGF6"	"NGFR"	0	0	0	0	0	0	0	0	0	800	0	136	0	819
"MADCAM1.LTBR"	"MADCAM1"	"LTBR"	0	0	0	0	0	0	0	0	0	0	0	876	0	876
"F9.LTBR"	"F9"	"LTBR"	0	0	0	0	0	0	0	0	0	0	0	195	0	195
"TGFB1.LTBR"	"TGFB1"	"LTBR"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"CCL2.LTBR"	"CCL2"	"LTBR"	0	0	0	0	0	0	0	0	0	0	0	214	0	214
"IL2.LTBR"	"IL2"	"LTBR"	0	0	0	0	0	0	0	0	0	0	0	235	0	235
"FGF20.FZD10"	"FGF20"	"FZD10"	0	0	0	0	0	0	0	0	0	0	0	157	140	244
"RSPO4.FZD10"	"RSPO4"	"FZD10"	0	0	0	0	0	0	0	0	0	0	0	125	90	169
"SFRP1.FZD10"	"SFRP1"	"FZD10"	0	0	0	0	706	0	0	0	0	800	0	470	99	828
"TGFB1.FZD10"	"TGFB1"	"FZD10"	0	0	0	0	0	0	0	0	0	0	0	102	120	175
"WNT16.FZD10"	"WNT16"	"FZD10"	0	0	0	0	0	0	0	0	269	800	0	458	473	952
"WNT3.FZD10"	"WNT3"	"FZD10"	0	0	0	0	0	0	0	0	274	800	0	383	482	947
"IL26.CD4"	"IL26"	"CD4"	0	0	0	0	0	0	0	0	0	0	0	196	0	196
"IL26.IL4R"	"IL26"	"IL4R"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IL26.IL2RB"	"IL26"	"IL2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IL26.EPOR"	"IL26"	"EPOR"	0	0	0	0	0	0	0	0	0	800	0	51	0	802
"IL26.IL10RA"	"IL26"	"IL10RA"	0	0	0	0	0	0	0	0	0	800	0	472	0	889
"IFNG.CD74"	"IFNG"	"CD74"	0	0	0	0	0	0	0	0	0	0	0	248	0	248
"IFNG.CD4"	"IFNG"	"CD4"	0	0	0	0	0	0	0	0	0	0	0	748	200	789
"IFNG.TNFRSF17"	"IFNG"	"TNFRSF17"	0	0	0	0	0	0	0	0	0	0	0	225	0	224
"IFNG.TNFRSF1A"	"IFNG"	"TNFRSF1A"	0	0	0	0	0	0	0	0	0	0	0	440	0	440
"IFNG.IL4R"	"IFNG"	"IL4R"	0	0	0	0	0	0	0	0	0	800	0	344	0	863
"IFNG.NGFR"	"IFNG"	"NGFR"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"IFNG.DRD4"	"IFNG"	"DRD4"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"IFNG.FAP"	"IFNG"	"FAP"	0	0	0	0	0	0	0	0	0	0	0	198	0	198
"IFNG.IL2RB"	"IFNG"	"IL2RB"	0	0	0	0	0	0	0	0	0	800	0	313	105	866
"IFNG.PROCR"	"IFNG"	"PROCR"	0	0	0	0	0	0	0	0	0	0	0	217	0	217
"IFNG.TNFRSF10A"	"IFNG"	"TNFRSF10A"	0	0	0	0	0	0	0	0	0	0	0	204	79	235
"IFNG.CD79A"	"IFNG"	"CD79A"	0	0	0	0	0	0	0	0	0	0	0	396	136	455
"IFNG.EPOR"	"IFNG"	"EPOR"	0	0	0	0	0	0	0	0	0	800	0	163	0	825
"IFNG.ITGB8"	"IFNG"	"ITGB8"	0	0	0	0	0	0	0	0	0	0	0	197	0	197
"IFNG.BMPR1A"	"IFNG"	"BMPR1A"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"IFNG.CD82"	"IFNG"	"CD82"	0	0	0	0	0	0	0	0	0	0	0	163	188	291
"IFNG.IL10RA"	"IFNG"	"IL10RA"	0	0	0	0	0	0	0	0	0	800	0	257	0	845
"IFNG.LTBR"	"IFNG"	"LTBR"	0	0	0	0	0	0	0	0	0	0	0	196	0	196
"GNB3.RTN4R"	"GNB3"	"RTN4R"	0	0	0	0	0	0	0	0	108	0	0	0	352	397
"GNB3.DRD4"	"GNB3"	"DRD4"	0	0	0	0	0	0	0	0	0	0	0	266	0	266
"GNB3.TFR2"	"GNB3"	"TFR2"	0	0	0	0	0	0	0	0	0	0	0	0	181	181
"LAMA4.ITGA3"	"LAMA4"	"ITGA3"	0	0	0	0	0	0	0	0	0	0	0	254	0	254
"LAMA4.ITGB4"	"LAMA4"	"ITGB4"	0	0	0	0	0	0	0	0	0	0	0	264	0	264
"LAMA4.TGFBR3"	"LAMA4"	"TGFBR3"	0	0	0	0	0	0	0	0	0	0	0	159	0	158
"LAMA4.ITGB8"	"LAMA4"	"ITGB8"	0	0	0	0	0	0	0	0	0	0	0	146	64	166
"LY86.CD74"	"LY86"	"CD74"	0	0	0	0	0	0	70	0	0	0	0	162	0	187
"DCN.GHR"	"DCN"	"GHR"	0	0	0	0	0	0	0	0	0	0	0	158	0	157
"FGF4.GHR"	"FGF4"	"GHR"	0	0	0	0	0	0	0	0	0	0	0	223	0	223
"THPO.GHR"	"THPO"	"GHR"	0	0	0	0	0	0	0	0	0	0	0	361	0	361
"OSM.GHR"	"OSM"	"GHR"	0	0	0	0	0	0	0	0	0	800	0	301	0	854
"GZMB.GHR"	"GZMB"	"GHR"	0	0	0	0	0	0	0	0	0	0	0	213	0	213
"OXT.GHR"	"OXT"	"GHR"	0	0	0	0	0	0	0	0	0	0	0	352	0	351
"TIMP1.GHR"	"TIMP1"	"GHR"	0	0	0	0	0	0	0	0	0	0	0	191	0	191
"MMP2.GHR"	"MMP2"	"GHR"	0	0	0	0	0	0	0	0	0	0	0	151	0	150
"TG.GHR"	"TG"	"GHR"	0	0	0	0	0	0	0	0	0	0	0	195	0	195
"LHB.GHR"	"LHB"	"GHR"	0	0	0	0	0	0	0	0	0	0	0	155	0	154
"AMH.GHR"	"AMH"	"GHR"	0	0	0	0	0	0	0	0	0	0	0	202	0	202
"TGFB1.GHR"	"TGFB1"	"GHR"	0	0	0	0	0	0	0	0	0	0	0	180	0	179
"FGF21.GHR"	"FGF21"	"GHR"	0	0	0	0	0	0	0	0	0	0	0	198	0	198
"SERPINE1.GHR"	"SERPINE1"	"GHR"	0	0	0	0	0	0	0	0	0	0	0	152	0	151
"CSF3.GHR"	"CSF3"	"GHR"	0	0	0	0	0	0	0	0	0	800	0	214	0	836
"COL1A1.GHR"	"COL1A1"	"GHR"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"PPY.GHR"	"PPY"	"GHR"	0	0	0	0	0	0	0	0	0	0	0	181	0	181
"VTN.GHR"	"VTN"	"GHR"	0	0	0	0	0	0	0	0	0	0	0	183	0	183
"IL2.GHR"	"IL2"	"GHR"	0	0	0	0	0	0	0	0	0	800	0	459	0	887
"KITLG.GHR"	"KITLG"	"GHR"	0	0	0	0	0	0	0	0	0	0	0	191	0	191
"IL23A.GHR"	"IL23A"	"GHR"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IL26.GHR"	"IL26"	"GHR"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IFNG.GHR"	"IFNG"	"GHR"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"GNB3.GHR"	"GNB3"	"GHR"	0	0	0	0	0	0	0	0	0	0	0	296	0	296
"HBEGF.CFTR"	"HBEGF"	"CFTR"	0	0	0	0	0	0	0	0	0	0	0	207	0	207
"HBEGF.CD9"	"HBEGF"	"CD9"	0	0	0	0	0	0	0	576	0	0	0	922	0	965
"HBEGF.CD4"	"HBEGF"	"CD4"	0	0	0	0	0	0	0	0	0	0	0	195	0	195
"HBEGF.NGFR"	"HBEGF"	"NGFR"	0	0	0	0	0	0	0	0	0	0	0	211	0	211
"HBEGF.GNRHR"	"HBEGF"	"GNRHR"	0	0	0	0	0	0	73	0	0	0	0	198	0	224
"HBEGF.CD82"	"HBEGF"	"CD82"	0	0	0	0	0	0	0	576	0	0	0	360	0	717
"HBEGF.GHR"	"HBEGF"	"GHR"	0	0	0	0	0	0	0	0	0	0	0	216	0	216
"IL12B.ITGA3"	"IL12B"	"ITGA3"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"IL12B.CD74"	"IL12B"	"CD74"	0	0	0	0	0	0	0	0	0	0	0	0	167	167
"IL12B.CD4"	"IL12B"	"CD4"	0	0	0	0	0	0	0	0	0	0	0	195	185	315
"IL12B.TNFRSF1A"	"IL12B"	"TNFRSF1A"	0	0	0	0	0	0	0	0	0	0	0	163	106	219
"IL12B.IL4R"	"IL12B"	"IL4R"	0	0	0	0	0	0	0	0	0	800	0	206	0	834
"IL12B.IL2RB"	"IL12B"	"IL2RB"	0	0	0	0	0	0	0	0	0	800	0	56	78	810
"IL12B.CD79A"	"IL12B"	"CD79A"	0	0	0	0	0	0	0	0	0	0	0	123	147	219
"IL12B.EPOR"	"IL12B"	"EPOR"	0	0	0	0	0	0	0	0	0	800	0	101	0	812
"IL12B.IL10RA"	"IL12B"	"IL10RA"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IL12B.GHR"	"IL12B"	"GHR"	0	0	0	0	0	0	0	0	0	800	0	117	0	815
"IL4.CFTR"	"IL4"	"CFTR"	0	0	0	0	0	0	0	0	0	0	0	160	0	159
"IL4.ITGA3"	"IL4"	"ITGA3"	0	0	0	0	0	0	0	0	0	0	0	236	0	236
"IL4.CD9"	"IL4"	"CD9"	0	0	0	0	0	0	0	0	0	0	0	243	0	242
"IL4.CD74"	"IL4"	"CD74"	0	0	0	0	0	0	0	0	0	0	0	191	0	191
"IL4.CD4"	"IL4"	"CD4"	0	0	0	0	0	0	0	0	0	0	0	772	0	772
"IL4.TNFRSF1A"	"IL4"	"TNFRSF1A"	0	0	0	0	0	0	0	0	0	0	0	302	0	302
"IL4.IL4R"	"IL4"	"IL4R"	0	0	0	0	0	0	0	999	0	900	0	961	0	999
"IL4.NGFR"	"IL4"	"NGFR"	0	0	0	0	0	0	0	0	0	0	0	345	0	345
"IL4.IL2RB"	"IL4"	"IL2RB"	0	0	0	0	0	0	0	0	0	800	0	392	0	873
"IL4.CD79A"	"IL4"	"CD79A"	0	0	0	0	0	0	0	0	0	0	0	727	0	727
"IL4.EPOR"	"IL4"	"EPOR"	0	0	0	0	0	0	0	0	0	800	0	359	0	866
"IL4.CD82"	"IL4"	"CD82"	0	0	0	0	0	0	0	0	0	0	0	206	0	206
"IL4.IL10RA"	"IL4"	"IL10RA"	0	0	0	0	0	0	0	0	0	800	0	191	0	831
"IL4.CLEC2B"	"IL4"	"CLEC2B"	0	0	0	0	0	0	0	0	0	0	0	181	0	181
"IL4.LTBR"	"IL4"	"LTBR"	0	0	0	0	0	0	0	0	0	0	0	215	0	215
"IL4.GHR"	"IL4"	"GHR"	0	0	0	0	0	0	0	0	0	800	0	302	0	854
"IL5.CD9"	"IL5"	"CD9"	0	0	0	0	0	0	0	0	0	0	0	172	0	171
"IL5.CD4"	"IL5"	"CD4"	0	0	0	0	0	0	0	0	0	0	0	581	0	581
"IL5.IL4R"	"IL5"	"IL4R"	0	0	0	0	0	0	0	0	0	800	0	586	0	913
"IL5.NGFR"	"IL5"	"NGFR"	0	0	0	0	0	0	0	0	0	0	0	200	0	200
"IL5.IL2RB"	"IL5"	"IL2RB"	0	0	0	0	0	0	0	0	0	800	0	163	0	825
"IL5.CD79A"	"IL5"	"CD79A"	0	0	0	0	0	0	0	0	0	0	0	646	0	646
"IL5.EPOR"	"IL5"	"EPOR"	0	0	0	0	0	0	0	0	0	800	0	508	0	897
"IL5.IL10RA"	"IL5"	"IL10RA"	0	0	0	0	0	0	0	0	0	800	0	53	0	802
"IL5.GHR"	"IL5"	"GHR"	0	0	0	0	0	0	0	0	0	800	0	357	0	865
"SEMA3G.EPHA8"	"SEMA3G"	"EPHA8"	0	0	0	0	0	0	0	0	74	0	0	0	225	251
"LTF.CD79A"	"LTF"	"CD79A"	0	0	0	0	0	0	0	0	0	0	0	235	387	511
"HRG.TNFRSF1A"	"HRG"	"TNFRSF1A"	0	0	0	0	0	0	0	159	0	0	0	0	0	158
"TFPI.PROCR"	"TFPI"	"PROCR"	0	0	0	0	0	0	0	0	0	0	0	561	0	561
"TFPI.CD79A"	"TFPI"	"CD79A"	0	0	0	0	0	0	0	0	0	0	0	197	0	197
"APOB.CFTR"	"APOB"	"CFTR"	0	0	0	0	0	0	0	0	0	0	0	253	0	252
"APOB.CD4"	"APOB"	"CD4"	0	0	0	0	0	0	0	0	0	0	0	242	0	241
"APOB.DRD4"	"APOB"	"DRD4"	0	0	0	0	0	0	0	0	0	0	0	62	191	208
"APOB.IL2RB"	"APOB"	"IL2RB"	0	0	0	0	0	0	0	0	0	0	0	243	0	242
"APOB.CD79A"	"APOB"	"CD79A"	0	0	0	0	0	0	0	0	0	0	0	414	0	414
"APOB.LTBR"	"APOB"	"LTBR"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"APOB.GHR"	"APOB"	"GHR"	0	0	0	0	0	0	0	0	0	0	0	264	0	264
"GZMB.IL1R1"	"GZMB"	"IL1R1"	0	0	0	0	0	0	0	0	0	0	0	178	0	177
"TGFB1.IL1R1"	"TGFB1"	"IL1R1"	0	0	0	0	0	0	0	0	0	0	0	310	0	309
"CCL3.IL1R1"	"CCL3"	"IL1R1"	0	0	0	0	0	0	0	0	0	0	0	176	0	175
"CSF3.IL1R1"	"CSF3"	"IL1R1"	0	0	0	0	0	0	0	0	0	0	0	168	0	167
"CCL2.IL1R1"	"CCL2"	"IL1R1"	0	0	0	0	0	0	0	0	0	0	0	296	0	296
"COL1A1.IL1R1"	"COL1A1"	"IL1R1"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"IL2.IL1R1"	"IL2"	"IL1R1"	0	0	0	0	0	0	0	0	0	0	0	159	0	158
"IL23A.IL1R1"	"IL23A"	"IL1R1"	0	0	0	0	0	0	0	0	0	0	0	814	0	814
"IFNG.IL1R1"	"IFNG"	"IL1R1"	0	0	0	0	0	0	0	0	0	0	0	323	0	323
"HBEGF.IL1R1"	"HBEGF"	"IL1R1"	0	0	0	0	0	0	0	0	0	0	0	166	0	165
"IL12B.IL1R1"	"IL12B"	"IL1R1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"IL4.IL1R1"	"IL4"	"IL1R1"	0	0	0	0	0	0	0	0	0	0	0	213	0	213
"APOB.IL1R1"	"APOB"	"IL1R1"	0	0	0	0	0	0	0	0	0	0	0	197	0	197
"MADCAM1.IL18R1"	"MADCAM1"	"IL18R1"	0	0	0	0	0	0	0	0	0	0	0	196	0	196
"TGFB1.IL18R1"	"TGFB1"	"IL18R1"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"CSF3.IL18R1"	"CSF3"	"IL18R1"	0	0	0	0	0	0	0	0	0	0	0	214	0	214
"CCL2.IL18R1"	"CCL2"	"IL18R1"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"IL23A.IL18R1"	"IL23A"	"IL18R1"	0	0	0	0	0	0	0	0	0	0	0	359	0	359
"IFNG.IL18R1"	"IFNG"	"IL18R1"	0	0	0	0	0	0	0	0	0	900	0	212	792	982
"IL12B.IL18R1"	"IL12B"	"IL18R1"	0	0	0	0	0	0	0	0	0	0	0	209	0	209
"IL4.IL18R1"	"IL4"	"IL18R1"	0	0	0	0	0	0	0	0	0	0	0	181	0	181
"IL5.IL18R1"	"IL5"	"IL18R1"	0	0	0	0	0	0	0	0	0	0	0	181	0	181
"PROC.CFTR"	"PROC"	"CFTR"	0	0	0	0	0	0	0	0	0	0	0	198	0	198
"PROC.CD4"	"PROC"	"CD4"	0	0	0	0	0	0	0	0	0	0	0	242	0	241
"PROC.TNFRSF1A"	"PROC"	"TNFRSF1A"	0	0	0	0	0	0	0	0	0	0	0	242	0	241
"PROC.PROCR"	"PROC"	"PROCR"	0	0	0	0	0	0	0	812	0	0	0	743	0	949
"PROC.TNFRSF10A"	"PROC"	"TNFRSF10A"	0	0	0	0	0	0	0	0	0	0	0	198	0	198
"PROC.CD79A"	"PROC"	"CD79A"	0	0	0	0	0	0	0	0	0	0	0	502	0	502
"PROC.EPOR"	"PROC"	"EPOR"	0	0	0	0	0	0	0	0	0	0	0	151	0	150
"PROC.CLEC2B"	"PROC"	"CLEC2B"	0	0	0	0	0	0	0	0	0	0	0	216	0	216
"PROC.LTBR"	"PROC"	"LTBR"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"PROC.GHR"	"PROC"	"GHR"	0	0	0	0	0	0	0	0	0	0	0	191	0	191
"UTS2.KISS1R"	"UTS2"	"KISS1R"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"PRLH.KISS1R"	"PRLH"	"KISS1R"	0	0	0	0	0	0	0	0	0	0	0	159	0	158
"PDYN.KISS1R"	"PDYN"	"KISS1R"	0	0	0	0	0	0	0	0	0	0	0	580	0	580
"OXT.KISS1R"	"OXT"	"KISS1R"	0	0	0	0	0	0	0	0	0	900	0	344	0	931
"MMP2.KISS1R"	"MMP2"	"KISS1R"	0	0	0	0	0	0	0	0	0	0	0	181	0	181
"LHB.KISS1R"	"LHB"	"KISS1R"	0	0	0	0	0	0	0	0	0	0	0	286	0	286
"AMH.KISS1R"	"AMH"	"KISS1R"	0	0	0	0	0	0	0	0	0	0	0	214	0	214
"HEBP1.OPRD1"	"HEBP1"	"OPRD1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"PDYN.OPRD1"	"PDYN"	"OPRD1"	0	0	0	0	0	0	0	0	0	900	0	309	0	927
"TGFB1.OPRD1"	"TGFB1"	"OPRD1"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"C5.OPRD1"	"C5"	"OPRD1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"PPY.OPRD1"	"PPY"	"OPRD1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
